Timestamp,DeviceID,BuildingType,ZoneID,Suhu (C),Kelembaban (%),Tegangan (V),Arus (A),Daya (W),Jumlah Orang
2026-02-02T06:45:00+00:00,DEV_000_OF,office,0,25.12,49.51,220.7,0.5258,112.27,0
2026-02-02T07:00:00+00:00,DEV_000_OF,office,0,26.25,59.81,220.69,0.587,132.3,1
2026-02-02T07:15:00+00:00,DEV_000_OF,office,0,26.6,43.15,220.65,0.5596,122.57,0
2026-02-02T07:30:00+00:00,DEV_000_OF,office,0,25.78,50.71,218.65,0.5917,123.83,0
2026-02-02T07:45:00+00:00,DEV_000_OF,office,0,26.29,37.089290482468925,221.13,0.5724,124.68,1
2026-02-02T08:00:00+00:00,DEV_000_OF,office,0,27.27,30.97,221.57,0.6314,142.34,1
2026-02-02T08:15:00+00:00,DEV_000_OF,office,0,27.21,48.29,219.19,0.6709,148.85,1
2026-02-02T08:30:00+00:00,DEV_000_OF,office,0,27.39,50.52,218.25,0.5996,126.12,0
2026-02-02T08:45:00+00:00,DEV_000_OF,office,0,27.36,64.7,221.28,0.6508,141.51,1
2026-02-02T09:00:00+00:00,DEV_000_OF,office,0,29.44,52.14,220.23,0.9598,230.48,5
2026-02-02T09:15:00+00:00,DEV_000_OF,office,0,28.19,63.79,220.4,0.8023,179.45,1
2026-02-02T09:30:00+00:00,DEV_000_OF,office,0,28.02,45.76,217.74,0.9521,223.86,5
2026-02-02T09:45:00+00:00,DEV_000_OF,office,0,27.7,53.34,221.29,0.8825,202.34,3
2026-02-02T10:00:00+00:00,DEV_000_OF,office,0,29.28,63.61,222.95,1.092,264.43,6
2026-02-02T10:15:00+00:00,DEV_000_OF,office,0,28.99,52.1,219.42,1.0187,229.31,4
2026-02-02T10:30:00+00:00,DEV_000_OF,office,0,29.52,48.55,219.91,1.0053,227.58,4
2026-02-02T10:45:00+00:00,DEV_000_OF,office,0,29.46,47.2,222.47,0.9784,224.55,3
2026-02-02T11:00:00+00:00,DEV_000_OF,office,0,30.02,52.43,219.86,1.0452,236.35,3
2026-02-02T11:15:00+00:00,DEV_000_OF,office,0,29.31,47.82,220.9,0.974,217.97,1
2026-02-02T11:30:00+00:00,DEV_000_OF,office,0,30.33,28.84,222.22,1.0252,230.86,3
2026-02-02T11:45:00+00:00,DEV_000_OF,office,0,29.5,57.83,219.67,1.1621,267.42,6
2026-02-02T12:00:00+00:00,DEV_000_OF,office,0,30.726783256963586,52.54,220.61,1.1445,268.99,4
2026-02-02T12:15:00+00:00,DEV_000_OF,office,0,29.87,51.79,222.87,1.3166,318.81,8
2026-02-02T12:30:00+00:00,DEV_000_OF,office,0,29.36,36.17,223.28,1.1798,273.3,4
2026-02-02T12:45:00+00:00,DEV_000_OF,office,0,28.549643189704682,49.64,222.25,1.0165,222.37,1
2026-02-02T13:00:00+00:00,DEV_000_OF,office,0,30.34,68.35,221.52,1.2593,288.32,5
2026-02-02T13:15:00+00:00,DEV_000_OF,office,0,30.11,48.68,218.1,1.1319,254.25,3
2026-02-02T13:30:00+00:00,DEV_000_OF,office,0,29.33,56.86,218.06,1.1393,250.25,2
2026-02-02T13:45:00+00:00,DEV_000_OF,office,0,29.99,36.26,220.88,1.2213,280.47,4
2026-02-02T14:00:00+00:00,DEV_000_OF,office,0,29.35,49.65,217.51,1.1742,265.01,3
2026-02-02T14:15:00+00:00,DEV_000_OF,office,0,29.05,64.03,218.34,1.1986,271.54,3
2026-02-02T14:30:00+00:00,DEV_000_OF,office,0,29.24,48.34,221.93,1.1474,249.6,1
2026-02-02T14:45:00+00:00,DEV_000_OF,office,0,28.49,52.27,220.0,1.2076,278.11,3
2026-02-02T15:00:00+00:00,DEV_000_OF,office,0,28.82,62.62,217.8,1.1141,242.84,2
2026-02-02T15:15:00+00:00,DEV_000_OF,office,0,28.15,51.8,216.89,1.3707,317.56,7
2026-02-02T15:30:00+00:00,DEV_000_OF,office,0,28.58,44.26,219.78,1.1938,275.84,4
2026-02-02T15:45:00+00:00,DEV_000_OF,office,0,27.93,45.76,217.19,1.2993,293.73,6
2026-02-02T16:00:00+00:00,DEV_000_OF,office,0,27.75,54.78,218.43,1.053,227.56,2
2026-02-02T16:15:00+00:00,DEV_000_OF,office,0,27.85,43.29,216.8,1.2708,302.41,7
2026-02-02T16:30:00+00:00,DEV_000_OF,office,0,27.63,52.76,217.62,1.0726,237.88,2
2026-02-02T16:45:00+00:00,DEV_000_OF,office,0,27.5,58.94,220.95,1.1998,276.47,5
2026-02-02T17:00:00+00:00,DEV_000_OF,office,0,26.11,43.01,220.11,0.7888,172.44,0
2026-02-02T17:15:00+00:00,DEV_000_OF,office,0,25.97,31.01,220.59,0.7541,163.47,0
2026-02-02T17:30:00+00:00,DEV_000_OF,office,0,25.81,54.43,219.57,0.8081,168.79,0
2026-02-02T17:45:00+00:00,DEV_000_OF,office,0,26.09,48.02,218.59,0.7705,164.37,0
2026-02-02T18:00:00+00:00,DEV_000_OF,office,0,24.23,59.18,217.27,0.7681,170.21,2
2026-02-02T18:15:00+00:00,DEV_000_OF,office,0,24.84,58.61,221.52,0.7038,146.97,0
2026-02-02T18:30:00+00:00,DEV_000_OF,office,0,25.43,44.91,217.04,0.719,147.85,0
2026-02-02T18:45:00+00:00,DEV_000_OF,office,0,24.98,35.83,224.12,0.7201,159.92,1
2026-02-02T19:00:00+00:00,DEV_000_OF,office,0,24.0,65.69,222.94,0.6753,154.3,1
2026-02-02T19:15:00+00:00,DEV_000_OF,office,0,24.0,39.21,219.19,0.6777,150.3,1
2026-02-02T19:30:00+00:00,DEV_000_OF,office,0,24.08,54.36,217.62,0.7068,160.81,2
2026-02-02T19:45:00+00:00,DEV_000_OF,office,0,24.0,49.08,220.37,0.6373,136.14,0
2026-02-02T20:00:00+00:00,DEV_000_OF,office,0,24.0,46.74,222.37,0.6372,140.8,1
2026-02-02T20:15:00+00:00,DEV_000_OF,office,0,24.0,41.98,219.0,0.6255,134.81,0
2026-02-02T20:30:00+00:00,DEV_000_OF,office,0,24.0,52.31,223.06,0.7049,171.32,4
2026-02-02T20:45:00+00:00,DEV_000_OF,office,0,24.0,56.45,219.58,0.5881,129.66,1
2026-02-02T21:00:00+00:00,DEV_000_OF,office,0,24.0,49.79,220.61,0.6054,140.46,2
2026-02-02T21:15:00+00:00,DEV_000_OF,office,0,24.0,50.01,223.21,0.6511,160.9,4
2026-02-02T21:30:00+00:00,DEV_000_OF,office,0,24.0,46.79,220.99,0.6146,140.83,2
2026-02-02T21:45:00+00:00,DEV_000_OF,office,0,24.0,56.52,216.48,0.6396,149.23,4
2026-02-02T22:00:00+00:00,DEV_000_OF,office,0,24.0,45.2,223.34,0.5532,124.92,1
2026-02-02T22:15:00+00:00,DEV_000_OF,office,0,24.0,54.22,222.91,0.5086,113.46,0
2026-02-02T22:30:00+00:00,DEV_000_OF,office,0,24.0,43.15,221.44,0.5169,114.03,0
2026-02-02T22:45:00+00:00,DEV_000_OF,office,0,24.0,56.71,220.68,0.5789,125.01,1
2026-02-02T23:00:00+00:00,DEV_000_OF,office,0,24.0,62.1,218.9,0.3129,71.34,1
2026-02-02T23:15:00+00:00,DEV_000_OF,office,0,24.0,66.89,223.77,0.2493,59.71,1
2026-02-02T23:30:00+00:00,DEV_000_OF,office,0,24.0,51.97,222.23,0.2387,52.32,0
2026-02-02T23:45:00+00:00,DEV_000_OF,office,0,24.0,42.87,219.61,0.2348,49.5,0
2026-02-03T00:00:00+00:00,DEV_000_OF,office,0,24.0,57.05,222.44,0.2785,71.8,3
2026-02-03T00:15:00+00:00,DEV_000_OF,office,0,24.0,61.59,216.13,0.2196,48.57,1
2026-02-03T00:30:00+00:00,DEV_000_OF,office,0,24.0,37.85,222.07,0.2344,51.9,0
2026-02-03T00:45:00+00:00,DEV_000_OF,office,0,24.0,42.64,215.0,0.2424,50.62,0
2026-02-03T01:00:00+00:00,DEV_000_OF,office,0,24.0,48.34,218.0,0.2543,58.93,1
2026-02-03T01:15:00+00:00,DEV_000_OF,office,0,24.0,44.19,218.22,0.2342,49.43,0
2026-02-03T01:30:00+00:00,DEV_000_OF,office,0,24.0,64.54,218.95,0.248,54.54,1
2026-02-03T01:45:00+00:00,DEV_000_OF,office,0,24.0,57.89,219.44,0.2437,52.34,0
2026-02-03T02:00:00+00:00,DEV_000_OF,office,0,24.0,47.77,217.78,0.2702,65.8,2
2026-02-03T02:15:00+00:00,DEV_000_OF,office,0,24.0,39.08,222.33,0.2311,49.19,0
2026-02-03T02:30:00+00:00,DEV_000_OF,office,0,24.0,61.19,220.86,0.2631,59.59,1
2026-02-03T02:45:00+00:00,DEV_000_OF,office,0,24.0,51.34,218.34,0.2403,55.93,1
2026-02-03T03:00:00+00:00,DEV_000_OF,office,0,24.0,68.46,222.79,0.2428,52.3,0
2026-02-03T03:15:00+00:00,DEV_000_OF,office,0,24.0,48.14,218.09,0.2577,59.75,1
2026-02-03T03:30:00+00:00,DEV_000_OF,office,0,24.0,56.09,221.77,0.2401,51.12187419210071,0
2026-02-03T03:45:00+00:00,DEV_000_OF,office,0,24.0,60.31,221.01,0.2439,51.26,0
2026-02-03T04:00:00+00:00,DEV_000_OF,office,0,24.0,62.95,220.14,0.282,67.95,2
2026-02-03T04:15:00+00:00,DEV_000_OF,office,0,24.0,58.67,219.14,0.2442,56.96,1
2026-02-03T04:30:00+00:00,DEV_000_OF,office,0,24.0,55.39,218.53,0.2494,54.18,0
2026-02-03T04:45:00+00:00,DEV_000_OF,office,0,24.0,51.36,220.9,0.2411,58.51,2
2026-02-03T05:00:00+00:00,DEV_000_OF,office,0,24.3,72.57,218.39,0.2838,69.62,2
2026-02-03T05:15:00+00:00,DEV_000_OF,office,0,24.36,43.77,222.28,0.2484,54.09,0
2026-02-03T05:30:00+00:00,DEV_000_OF,office,0,24.35,51.64,221.09,0.2349,51.37,0
2026-02-03T05:45:00+00:00,DEV_000_OF,office,0,24.0,48.87,218.16,0.267,57.77,0
2026-02-03T06:00:00+00:00,DEV_000_OF,office,0,25.5,47.8,220.08,0.527,110.33,0
2026-02-03T06:15:00+00:00,DEV_000_OF,office,0,25.59,47.49,220.4,0.5163,113.12,0
2026-02-03T06:30:00+00:00,DEV_000_OF,office,0,25.44,40.51,218.0,0.5317,114.83,1
2026-02-03T06:45:00+00:00,DEV_000_OF,office,0,24.34,57.62,221.33,0.5508,123.55,1
2026-02-03T07:00:00+00:00,DEV_000_OF,office,0,26.23,43.09,220.28,0.5777,123.04,0
2026-02-03T07:15:00+00:00,DEV_000_OF,office,0,26.25,53.53,220.38,0.547,120.38,0
2026-02-03T07:30:00+00:00,DEV_000_OF,office,0,26.66,55.59,221.78,0.5451,116.74,0
2026-02-03T07:45:00+00:00,DEV_000_OF,office,0,27.21,48.61,219.3,0.518,111.16,0
2026-02-03T08:00:00+00:00,DEV_000_OF,office,0,26.97,41.97,221.9,0.6571,149.38,1
2026-02-03T08:15:00+00:00,DEV_000_OF,office,0,27.18,51.08,219.07,0.6283,139.51,2
2026-02-03T08:30:00+00:00,DEV_000_OF,office,0,27.63,55.32,215.0,0.6604,145.86,2
2026-02-03T08:45:00+00:00,DEV_000_OF,office,0,27.32,57.42,220.46,0.6311,136.96,0
2026-02-03T09:00:00+00:00,DEV_000_OF,office,0,28.03,56.25,219.49,0.7673,169.54,1
2026-02-03T09:15:00+00:00,DEV_000_OF,office,0,28.81,49.94,223.39,0.8005,177.44,1
2026-02-03T09:30:00+00:00,DEV_000_OF,office,0,28.43,33.24,220.16,0.8175,179.59,2
2026-02-03T09:45:00+00:00,DEV_000_OF,office,0,28.25,53.72,225.0,0.8603,199.37,3
2026-02-03T10:00:00+00:00,DEV_000_OF,office,0,29.87,49.24,217.24,0.9586,218.25,4
2026-02-03T10:15:00+00:00,DEV_000_OF,office,0,29.58,36.56,221.79,0.9518,215.33,3
2026-02-03T10:30:00+00:00,DEV_000_OF,office,0,29.4,44.38,215.7,0.9127,196.98,2
2026-02-03T10:45:00+00:00,DEV_000_OF,office,0,29.08,53.55,219.66,1.0099,233.66,4
2026-02-03T11:00:00+00:00,DEV_000_OF,office,0,30.02,25.131102491567194,217.71,1.0108,216.34,2
2026-02-03T11:15:00+00:00,DEV_000_OF,office,0,29.51,70.67,219.03,0.9321,205.75,1
2026-02-03T11:30:00+00:00,DEV_000_OF,office,0,30.31,52.26,219.47,1.112,257.73,4
2026-02-03T11:45:00+00:00,DEV_000_OF,office,0,29.96,47.95,221.62,1.0636,242.64,4
2026-02-03T12:00:00+00:00,DEV_000_OF,office,0,29.45,47.56,222.62,1.1476,258.97,3
2026-02-03T12:15:00+00:00,DEV_000_OF,office,0,29.64,58.06,217.63,1.1434,258.66,4
2026-02-03T12:30:00+00:00,DEV_000_OF,office,0,30.0,45.19,219.82,1.0723,232.91,2
2026-02-03T12:45:00+00:00,DEV_000_OF,office,0,29.82,48.34,220.46,1.2902,299.38,7
2026-02-03T13:00:00+00:00,DEV_000_OF,office,0,30.7,66.5,219.66,1.2443,283.38,5
2026-02-03T13:15:00+00:00,DEV_000_OF,office,0,30.08,56.65,216.35,1.176,261.39,3
2026-02-03T13:30:00+00:00,DEV_000_OF,office,0,29.21,53.37,225.0,1.0565,232.66,1
2026-02-03T13:45:00+00:00,DEV_000_OF,office,0,30.71,45.75,220.56,1.2534,294.77,5
2026-02-03T14:00:00+00:00,DEV_000_OF,office,0,28.44,59.87,215.73,1.2509,276.74,3
2026-02-03T14:15:00+00:00,DEV_000_OF,office,0,29.16,52.74,222.98,1.2114,280.58,3
2026-02-03T14:30:00+00:00,DEV_000_OF,office,0,29.63,29.19,223.91,1.1408,259.52,2
2026-02-03T14:45:00+00:00,DEV_000_OF,office,0,29.53,41.46,217.24,1.2198,268.36,4
2026-02-03T15:00:00+00:00,DEV_000_OF,office,0,28.9,53.68,219.95,1.3196,304.05,7
2026-02-03T15:15:00+00:00,DEV_000_OF,office,0,27.72,48.61,218.9,1.1707,259.6,3
2026-02-03T15:30:00+00:00,DEV_000_OF,office,0,28.54,43.2,216.78,1.1549,253.18,3
2026-02-03T15:45:00+00:00,DEV_000_OF,office,0,28.22,48.65,221.4,1.2131,276.1,4
2026-02-03T16:00:00+00:00,DEV_000_OF,office,0,27.07,53.14,217.79,1.2153,281.12,5
2026-02-03T16:15:00+00:00,DEV_000_OF,office,0,27.75,58.61,225.0,1.1058,255.98,3
2026-02-03T16:30:00+00:00,DEV_000_OF,office,0,27.19,50.53,221.65,1.0623,235.28,2
2026-02-03T16:45:00+00:00,DEV_000_OF,office,0,27.11,56.27,219.02,1.2783,300.39,7
2026-02-03T17:00:00+00:00,DEV_000_OF,office,0,27.01,57.91,221.04,0.7619,165.65,0
